Id,Sex,Age,Height,Weight,Sport
1147,0,31,167,53,2
1148,1,22,179,72,2
1149,1,22,179,72,2
1150,1,23,173,65,2
1151,1,23,173,65,2
1152,1,20,183,75,2
1153,1,20,183,75,2
1154,1,20,183,75,2
1155,1,20,183,75,2
1156,1,24,183,75,2
1157,1,24,183,75,2
1158,1,24,183,75,2
1159,1,21,176,69,2
1160,1,21,176,69,2
1161,1,27,176,69,2
1162,1,22,172,61,2
1163,0,28,182,95,2
1164,1,30,164,59,2
1165,1,23,173,61,2
1166,0,19,163,53,2
1167,1,31,186,115,2
1168,1,20,176,68,2
1169,1,20,176,68,2
1170,1,24,176,68,2
1171,1,28,176,68,2
1172,1,21,183,72,2
1173,1,25,183,72,2
1174,1,26,174,68,2
1175,0,34,164,52,2
1176,0,38,164,52,2
1177,1,23,176,69,2
1178,1,23,176,69,2
1179,1,21,168,62,2
1180,1,24,180,59,2
1181,0,26,178,61,2
1182,0,26,178,61,2
1183,1,27,173,74,2
1184,1,28,168,67,2
1185,1,32,168,67,2
1186,1,33,180,76,2
1187,1,25,176,69,2
1188,1,18,172,63,2
1189,1,22,172,63,2
1190,0,19,157,52,2
1191,0,17,150,64,2
1192,0,17,150,64,2
1193,1,20,190,80,2
1194,1,21,182,77,2
1195,1,25,182,77,2
1196,0,18,170,58,2
1197,1,23,170,67,2
1198,0,22,180,70,2
1199,1,27,163,51,2
1200,1,21,176,69,2
1201,1,21,176,69,2
1202,1,25,176,69,2
1203,1,25,176,69,2
1204,1,22,194,125,2
1205,1,26,194,125,2
1206,1,21,176,69,2
1207,1,23,167,58,2
1208,1,23,190,74,2
1209,0,22,160,55,2
1210,0,22,160,55,2
1211,1,22,175,65,2
1212,1,26,175,65,2
1213,1,22,179,65,2
1214,0,23,163,54,2
1215,1,25,167,52,2
1216,1,25,188,75,2
1217,1,33,188,75,2
1218,0,24,167,52,2
1219,1,19,168,55,2
1220,1,23,168,55,2
1221,1,28,191,110,2
1222,1,32,191,110,2
1223,0,20,159,55,2
1224,0,20,159,55,2
1225,1,28,176,69,2
1226,0,18,167,55,2
1227,0,18,167,55,2
1228,1,24,191,75,2
1229,0,26,180,70,2
1230,1,24,180,83,2
1231,0,18,169,52,2
1232,0,18,169,52,2
1233,1,29,176,69,2
1234,1,22,185,61,2
1235,1,22,176,69,2
1236,1,22,176,69,2
1237,1,26,176,69,2
1238,1,26,176,69,2
1239,0,21,188,66,2
1240,0,25,188,66,2
1241,0,29,188,66,2
1242,0,33,188,66,2
1243,0,37,188,66,2
1244,1,22,179,60,2
1245,1,23,180,71,2
1246,1,27,178,79,2
1247,1,27,172,70,2
1248,1,24,182,82,2
1249,1,24,182,82,2
1250,1,24,182,82,2
1251,0,20,183,85,2
1252,0,24,183,85,2
1253,1,30,154,64,2
1254,1,31,175,73,2
1255,1,26,190,83,2
1256,1,26,190,83,2
1257,1,23,175,71,2
1258,1,23,175,71,2
1259,1,23,180,79,2
1260,1,23,180,79,2
1261,1,23,180,79,2
1262,1,27,180,79,2
1263,1,27,180,79,2
1264,1,27,180,79,2
1265,1,22,188,78,2
1266,1,22,188,78,2
1267,1,27,176,69,2
1268,1,27,183,67,2
1269,1,22,169,68,2
1270,1,26,169,68,2
1271,1,20,176,69,2
1272,1,29,178,64,2
1273,1,27,189,70,2
1274,1,31,189,70,2
1275,1,31,189,70,2
1276,1,35,189,70,2
1277,1,23,194,87,2
1278,0,25,171,59,2
1279,1,23,188,78,2
1280,1,23,188,78,2
1281,1,23,188,78,2
1282,1,23,188,78,2
1283,1,23,188,78,2
1284,1,27,188,78,2
1285,1,27,188,78,2
1286,1,27,188,78,2
1287,1,27,188,78,2
1288,1,20,170,56,2
1289,1,20,170,56,2
1290,1,20,170,56,2
1291,1,23,172,67,2
1292,1,27,172,67,2
1293,0,21,176,69,2
1294,0,19,193,120,2
1295,0,23,193,120,2
1296,0,27,193,120,2
1297,0,31,193,120,2
1298,1,26,177,72,2
1299,1,30,177,72,2
1300,1,23,185,94,2
1301,1,25,166,57,2
1302,0,23,160,49,2
1303,1,20,165,59,2
1304,1,28,165,59,2
1305,1,24,183,69,2
1306,1,24,183,69,2
1307,1,26,168,55,2
1308,1,28,164,56,2
1309,1,23,178,70,2
1310,1,20,183,75,2
1311,1,24,183,75,2
1312,1,24,183,75,2
1313,1,28,183,75,2
1314,1,28,183,75,2
1315,1,32,183,75,2
1316,1,32,183,75,2
1317,1,23,188,88,2
1318,1,27,188,88,2
1319,0,20,161,58,2
1320,0,20,161,58,2
1321,0,24,161,58,2
1322,0,32,161,58,2
1323,1,25,176,69,2
1324,1,25,176,69,2
1325,1,27,181,66,2
1326,1,24,186,77,2
1327,0,23,166,63,2
1328,1,22,177,70,2
1329,1,26,177,70,2
1330,1,18,168,58,2
1331,1,22,168,58,2
1332,1,21,180,47,2
1333,1,23,178,75,2
1334,1,27,178,75,2
1335,1,23,176,69,2
1336,1,21,180,68,2
1337,1,21,180,68,2
1338,1,26,180,68,2
1339,1,19,186,78,2
1340,1,19,186,78,2
1341,1,19,186,78,2
1342,1,22,186,78,2
1343,1,22,186,78,2
1344,1,22,186,78,2
1345,1,26,186,78,2
1346,1,24,177,70,2
1347,1,28,177,70,2
1348,1,28,177,70,2
1349,0,27,162,65,2
1350,0,22,170,50,2
1351,0,27,170,50,2
1352,0,35,170,50,2
1353,0,30,176,69,2
1354,1,24,162,65,2
1355,1,28,162,65,2
1356,1,28,162,65,2
1357,1,28,162,65,2
1358,0,25,153,52,2
1359,1,21,176,65,2
1360,1,26,176,65,2
1361,1,21,185,63,2
1362,1,21,185,63,2
1363,1,21,185,63,2
1364,0,19,165,58,2
1365,0,22,162,50,2
1366,1,25,168,56,2
1367,1,22,188,80,2
1368,1,26,188,80,2
1369,1,20,173,61,2
1370,1,20,173,61,2
1371,1,24,168,59,2
1372,1,21,182,72,2
1373,1,20,170,69,2
1374,1,28,167,68,2
1375,0,23,180,96,2
1376,0,32,180,96,2
1377,0,32,180,96,2
1378,0,36,180,96,2
1379,0,24,165,64,2
1380,0,24,165,64,2
1381,1,27,176,69,2
1382,0,22,170,58,2
1383,1,22,176,69,2
1384,1,22,176,69,2
1385,0,20,176,69,2
1386,0,20,176,69,2
1387,0,28,182,64,2
1388,1,20,176,69,2
1389,1,30,187,80,2
1390,0,30,164,56,2
1391,0,20,180,62,2
1392,0,20,180,62,2
1393,0,24,180,62,2
1394,0,24,180,62,2
1395,1,24,189,67,2
1396,0,20,165,52,2
1397,0,20,165,52,2
1398,1,21,184,69,2
1399,1,21,184,69,2
1400,1,21,184,69,2
1401,1,30,181,76,2
1402,1,34,181,76,2
1403,1,28,182,72,2
1404,1,19,180,72,2
1405,1,27,179,74,2
1406,1,29,185,80,2
1407,0,19,167,66,2
1408,1,22,184,66,2
1409,1,22,176,69,2
1410,1,19,176,69,2
1411,1,23,175,66,2
1412,1,21,193,75,2
1413,0,25,177,63,2
1414,0,29,177,63,2
1415,1,36,173,60,2
1416,1,23,174,64,2
1417,1,23,174,64,2
1418,1,27,174,64,2
1419,1,21,171,66,2
1420,1,21,171,66,2
1421,0,34,175,70,2
1422,0,19,179,57,2
1423,1,24,180,72,2
1424,1,24,180,72,2
1425,1,28,167,64,2
1426,1,27,194,80,2
1427,0,30,165,50,2
1428,0,34,165,50,2
1429,0,38,165,50,2
1430,0,23,173,64,2
1431,1,26,178,64,2
1432,1,26,178,64,2
1433,1,24,168,62,2
1434,1,32,168,62,2
1435,1,25,176,69,2
1436,1,25,176,69,2
1437,1,24,178,77,2
1438,1,24,171,62,2
1439,1,24,171,62,2
1440,1,24,171,62,2
1441,1,28,171,62,2
1442,0,20,165,66,2
1443,0,23,167,57,2
1444,1,26,172,64,2
1445,1,23,185,75,2
1446,1,25,175,69,2
1447,1,25,175,69,2
1448,1,25,175,69,2
1449,1,25,176,69,2
1450,1,25,176,69,2
1451,1,29,173,65,2
1452,1,33,173,65,2
1453,1,24,173,59,2
1454,1,18,169,70,2
1455,1,18,169,70,2
1456,1,22,169,70,2
1457,1,27,179,73,2
1458,1,31,179,73,2
1459,0,23,172,63,2
1460,0,27,172,63,2
1461,1,23,169,61,2
1462,1,27,169,61,2
1463,1,31,169,61,2
1464,0,21,160,50,2
1465,0,25,160,50,2
1466,0,25,165,51,2
1467,0,25,170,63,2
1468,1,32,178,69,2
1469,1,22,170,57,2
1470,1,22,170,57,2
1471,1,22,170,57,2
1472,1,22,170,57,2
1473,1,24,196,72,2
1474,1,24,196,72,2
1475,1,24,196,72,2
1476,1,28,196,72,2
1477,1,28,196,72,2
1478,1,28,196,72,2
1479,1,32,196,72,2
1480,1,23,174,69,2
1481,1,23,174,69,2
1482,1,24,182,67,2
1483,0,18,187,68,2
1484,0,21,187,68,2
1485,1,24,158,56,2
1486,1,26,176,69,2
1487,1,26,176,69,2
1488,1,26,176,69,2
1489,1,26,176,69,2
1490,1,26,176,69,2
1491,1,26,176,69,2
1492,0,23,176,69,2
1493,1,26,176,69,2
1494,1,26,176,69,2
1495,1,21,175,65,2
1496,1,23,178,60,2
1497,1,19,175,67,2
1498,1,19,175,67,2
1499,1,23,176,64,2
1500,1,23,176,64,2
1501,1,27,176,64,2
